"","Code.INSEE","Code.Postal","Commune","Code.Département","Code.Région"
"1","39007","39270","ALIEZE","39",43
"2","88086","88600","CHAMP-LE-DUC","88",41
"3","62627","62490","NOYELLES-SOUS-BELLONNE","62",31
"4","14020","14370","ARGENCES","14",25
"5","11091","11230","CHALABRE","11",91
"6","26317","26110","SAINT-MAURICE-SUR-EYGUES","26",82
"7","12222","12400","SAINT-FELIX-DE-SORGUES","12",73
"8","52121","52000","CHAUMONT","52",21
"9","93051","93160","NOISY-LE-GRAND","93",11
"10","11201","11250","LEUC","11",91
"11","62312","62170","ESTREE","62",31
"12","49012","49540","AUBIGNE-SUR-LAYON","49",52
"13","36144","36800","NURET-LE-FERRON","36",24
"14","32394","32300","SAINT-MEDARD","32",73
"15","63173","63600","GRANDRIF","63",83
"16","10042","10160","BERULLE","10",21
"17","25086","25640","BRAILLANS","25",43
"18","76318","76170","GRAND-CAMP","76",23
"19","39240","39130","LE FRASNOIS","39",43
"20","54064","54480","BERTRAMBOIS","54",41
"21","19031","19100","BRIVE-LA-GAILLARDE","19",74
"22","57396","57160","LESSY","57",41
"23","88136","88000","DOGNEVILLE","88",41
"24","33451","33126","SAINT-MICHEL-DE-FRONSAC","33",72
"25","74186","74600","MONTAGNY-LES-LANCHES","74",82
"26","35295","35750","SAINT-MAUGAN","35",53
"27","73142","73210","LANDRY","73",82
"28","16383","16560","TOURRIERS","16",54
"29","01230","01560","MANTENAY-MONTLIN","01",82
"30","46075","46100","CORN","46",73
"31","48028","48400","LES BONDONS","48",91
"32","27127","27400","CANAPPEVILLE","27",23
"33","81014","81260","ANGLES","81",73
"34","16304","16100","SAINT-BRICE","16",54
"35","07315","07380","LA SOUCHE","07",82
"36","24270","24330","MILHAC-D'AUBEROCHE","24",72
"37","46106","46600","FLOIRAC","46",73
"38","52147","52200","COURCELLES-EN-MONTAGNE","52",21
"39","60683","60620","VILLERS-SAINT-GENEST","60",22
"40","02499","02000","MONTBAVIN","02",22
"41","08403","08300","SAULT-LES-RETHEL","08",21
"42","08030","08380","AUGE","08",21
"43","42157","42640","NOAILLY","42",82
"44","76364","76780","HODENG-HODENGER","76",23
"45","72169","72210","LOUPLANDE","72",52
"46","19092","19300","LE JARDIN","19",74
"47","18270","18190","VALLENAY","18",24
"48","24524","24260","SAVIGNAC-DE-MIREMONT","24",72
"49","24236","24110","LEGUILLAC-DE-L'AUCHE","24",72
"50","73164","73100","MONTCEL","73",82
"51","62721","62120","ROQUETOIRE","62",31
"52","31331","31460","MAUREVILLE","31",73
"53","49305","49500","SAINT-MARTIN-DU-BOIS","49",52
"54","17472","17230","VILLEDOUX","17",54
"55","28130","28250","DIGNY","28",24
"56","09136","09400","GOURBIT","09",73
"57","45036","45290","BOISMORAND","45",24
"58","63299","63420","RENTIERES","63",83
"59","81223","81240","LE RIALET","81",73
"60","37022","37420","BEAUMONT-EN-VERON","37",24
"61","88182","88490","FRAPELLE","88",41
"62","23140","23200","MOUTIER-ROZEILLE","23",74
"63","51080","51290","BRANDONVILLERS","51",21
"64","50190","50310","FONTENAY-SUR-MER","50",25
"65","62492","62990","LEBIEZ","62",31
"66","30250","30360","SAINT-ETIENNE-DE-L'OLM","30",91
"67","19039","19320","CHAMPAGNAC-LA-NOAILLE","19",74
"68","60423","60150","MONTMACQ","60",22
"69","07088","07230","FAUGERES","07",82
"70","37054","37390","CHANCEAUX-SUR-CHOISILLE","37",24
"71","95428","95160","MONTMORENCY","95",11
"72","65436","65350","SOUYEAUX","65",73
"73","11316","11230","RIVEL","11",91
"74","46101","46270","FELZINS","46",73
"75","88473","88320","TIGNECOURT","88",41
"76","31164","31480","DRUDAS","31",73
"77","45096","45290","LES CHOUX","45",24
"78","23262","23140","VIGEVILLE","23",74
"79","21139","21210","CHAMPEAU-EN-MORVAN","21",26
"80","49117","49800","LA DAGUENIERE","49",52
"81","74239","74450","SAINT-JEAN-DE-SIXT","74",82
"82","24076","24260","CAMPAGNE","24",72
"83","83102","83630","REGUSSE","83",93
"84","60594","60380","SAINT-QUENTIN-DES-PRES","60",22
"85","18269","18260","VAILLY-SUR-SAULDRE","18",24
"86","74100","74270","DESINGY","74",82
"87","25242","25640","FLAGEY-RIGNEY","25",43
"88","34137","34800","LIAUSSON","34",91
"89","33409","33760","SAINT-GENIS-DU-BOIS","33",72
"90","21499","21400","POTHIERES","21",26
"91","06151","06450","UTELLE","06",93
"92","72064","72310","LA CHAPELLE-HUON","72",52
"93","23015","23160","AZERABLES","23",74
"94","83075","83340","LES MAYONS","83",93
"95","40285","40400","SAINT-YAGUEN","40",72
"96","51402","51310","NEUVY","51",21
"97","57734","57560","VOYER","57",41
"98","52248","52140","IS-EN-BASSIGNY","52",21
"99","55118","55110","CLERY-LE-GRAND","55",41
"100","31499","31470","SAINT-LYS","31",73
"101","88089","88600","LA CHAPELLE-DEVANT-BRUYERES","88",41
"102","14571","14100","SAINT-DENIS-DE-MAILLOC","14",25
"103","14097","14190","BRETTEVILLE-LE-RABET","14",25
"104","80213","80440","COTTENCHY","80",22
"105","28411","28150","VILLARS","28",24
"106","51478","52100","SAINT-EULIEN","51",21
"107","19257","19190","SERILHAC","19",74
"108","22019","22170","BRINGOLO","22",53
"109","15118","15250","MARMANHAC","15",83
"110","57638","57350","SCHOENECK","57",41
"111","57359","57920","KEMPLICH","57",41
"112","39460","39200","LA RIXOUSE","39",43
"113","14213","14220","CURCY-SUR-ORNE","14",25
"114","55195","55500","FOUCHERES-AUX-BOIS","55",41
"115","77363","77181","LE PIN","77",11
"116","92026","92400","COURBEVOIE","92",11
"117","28204","28220","LANGEY","28",24
"118","62754","62128","SAINT-LEGER","62",31
"119","01179","01290","GRIEGES","01",82
"120","57136","57320","CHEMERY-LES-DEUX","57",41
"121","79135","79200","GOURGE","79",54
"122","60466","60130","NOROY","60",22
"123","24319","24310","PAUSSAC-ET-SAINT-VIVIEN","24",72
"124","54233","54450","GONDREXON","54",41
"125","07226","07310","SAINT-CLEMENT","07",82
"126","65040","65100","ASPIN-EN-LAVEDAN","65",73
"127","27685","27330","LA VIEILLE-LYRE","27",23
"128","88277","88110","LUVIGNY","88",41
"129","89041","89570","BEUGNON","89",26
"130","21257","21450","ETORMAY","21",26
"131","19019","19120","BEAULIEU-SUR-DORDOGNE","19",74
"132","27139","27250","CHAMBORD","27",23
"133","07103","07310/07320","INTRES","07",82
"134","45313","45410","SOUGY","45",24
"135","08310","08250","MOURON","08",21
"136","62860","62127","VILLERS-SIR-SIMON","62",31
"137","30355","30330","SAINT-PAUL-LES-FONTS","30",91
"138","47099","47260","FONGRAVE","47",72
"139","89442","89150","VERNOY","89",26
"140","72007","72370","ARDENAY-SUR-MERIZE","72",52
"141","36187","36170","SAINT-CIVRAN","36",24
"142","03095","03300","CUSSET","03",83
"143","73234","73340","SAINT-FRANCOIS-DE-SALES","73",82
"144","54594","54470","XAMMES","54",41
"145","57129","57640","CHARLY-ORADOUR","57",41
"146","57300","57850","HASELBOURG","57",41
"147","2B042","20290","BORGO","2B",94
"148","65159","65250","ESCALA","65",73
"149","70315","70800","MAGNONCOURT","70",43
"150","78402","78970","MEZIERES-SUR-SEINE","78",11
"151","86123","86470","LAVAUSSEAU","86",54
"152","51172","51350","CORMONTREUIL","51",21
"153","10050","10140","BOSSANCOURT","10",21
"154","76086","76890","BERTRIMONT","76",23
"155","17288","17400","POURSAY-GARNAUD","17",54
"156","54412","54260","OTHE","54",41
"157","58194","58000","NEVERS","58",26
"158","08364","08130","RILLY-SUR-AISNE","08",21
"159","26270","26190","ROCHECHINARD","26",82
"160","24274","24240","MONBAZILLAC","24",72
"161","38448","38370","SAINT-PRIM","38",82
"162","54067","54620","BEUVEILLE","54",41
"163","27095","27800","BOSROBERT","27",23
"164","54263","54310","HOMECOURT","54",41
"165","07291","07700","SAINT-REMEZE","07",82
"166","45055","45310","BRICY","45",24
"167","56262","56400","BONO","56",53
"168","77065","77930","CELY","77",11
"169","41092","41120","FOUGERES-SUR-BIEVRE","41",24
"170","09114","09200","ERP","09",73
"171","62115","62123","BERNEVILLE","62",31
"172","33506","33540","SAUVETERRE-DE-GUYENNE","33",72
"173","62014","62120","AIRE-SUR-LA-LYS","62",31
"174","74243","74160","SAINT-JULIEN-EN-GENEVOIS","74",82
"175","42001","42380","ABOEN","42",82
"176","62723","62870","ROUSSENT","62",31
"177","53159","53150","MONTOURTIER","53",52
"178","08482","08430","VILLERS-SUR-LE-MONT","08",21
"179","49085","49600","LA CHAUSSAIRE","49",52
"180","91249","91470","FORGES-LES-BAINS","91",11
"181","05040","05230","CHORGES","05",93
"182","58117","58600","FOURCHAMBAULT","58",26
"183","28275","28210","NERON","28",24
"184","39264","39190","GRUSSE","39",43
"185","14677","14700","SOULANGY","14",25
"186","64072","64290","AUBERTIN","64",72
"187","60583","60155","SAINT-LEGER-EN-BRAY","60",22
"188","26289","26340","SAILLANS","26",82
"189","03029","03260","BILLY","03",83
"190","47285","47250","SAMAZAN","47",72
"191","67441","67350","SCHALKENDORF","67",42
"192","10230","10600","MERGEY","10",21
"193","18181","18290","PLOU","18",24
"194","84077","84330","MODENE","84",93
"195","65127","65130","CAPVERN","65",73
"196","14729","14170","VAUDELOGES","14",25
"197","01410","01580","SONTHONNAX-LA-MONTAGNE","01",82
"198","61018","61470","AVERNES-SAINT-GOURGON","61",25
"199","68225","68740","MUNCHHOUSE","68",42
"200","40329","40270","LE VIGNAU","40",72
"201","71288","71250","MASSY","71",26
"202","51069","51170","BLIGNY","51",21
"203","49283","49170","SAINT-GEORGES-SUR-LOIRE","49",52
"204","67094","67650","DIEFFENTHAL","67",42
"205","91232","91590","LA FERTE-ALAIS","91",11
"206","31028","31420","AURIGNAC","31",73
"207","05054","05500","LA FARE-EN-CHAMPSAUR","05",93
"208","91602","91580","SOUZY-LA-BRICHE","91",11
"209","52273","52400","LARIVIERE-ARNONCOURT","52",21
"210","27411","27320","MOISVILLE","27",23
"211","63366","63490","SAINT-JEAN-EN-VAL","63",83
"212","03263","03220","SAINT-VOIR","03",83
"213","38114","38550","CLONAS-SUR-VAREZE","38",82
"214","55437","55150","ROMAGNE-SOUS-LES-COTES","55",41
"215","76375","76460","INGOUVILLE","76",23
"216","76159","76450","CANY-BARVILLE","76",23
"217","61351","61120","ROIVILLE","61",25
"218","64232","64450","GARLEDE-MONDEBAT","64",72
"219","60069","60620","BETZ","60",22
"220","48061","48400","FLORAC","48",91
"221","46105","46090","FLAUJAC-POUJOLS","46",73
"222","40152","40260","LESPERON","40",72
"223","27326","27120","HECOURT","27",23
"224","33543","33490","VERDELAIS","33",72
"225","47047","47350","CAMBES","47",72
"226","29063","29770","GOULIEN","29",53
"227","03169","03500","MEILLARD","03",83
"228","29114","29640","LANNEANOU","29",53
"229","68164","68240","KIENTZHEIM","68",42
"230","87119","87260","PIERRE-BUFFIERE","87",74
"231","08409","08200","SEDAN","08",21
"232","27166","27160","CONDE-SUR-ITON","27",23
"233","27695","27110","VILLEZ-SUR-LE-NEUBOURG","27",23
"234","01249","01700","MIRIBEL","01",82
"235","21245","21380","EPAGNY","21",26
"236","45115","45320","COURTENAY","45",24
"237","25143","25440","CHAY","25",43
"238","89102","89240","CHEVANNES","89",26
"239","88017","88300","AULNOIS","88",41
"240","62720","62120","ROMBLY","62",31
"241","72370","72170","VERNIE","72",52
"242","59434","59230","NIVELLE","59",31
"243","03082","03600","COMMENTRY","03",83
"244","63395","63450","SAINT-SANDOUX","63",83
"245","03230","03300","SAINT-ETIENNE-DE-VICQ","03",83
"246","18078","18190","CREZANCAY-SUR-CHER","18",24
"247","50385","50440","OMONVILLE-LA-PETITE","50",25
"248","44191","44540","SAINT-SULPICE-DES-LANDES","44",52
"249","88124","88260","DARNEY","88",41
"250","80572","80300","MORLANCOURT","80",22
"251","57693","57070","VANTOUX","57",41
"252","42210","42800","SAINTE-CROIX-EN-JAREZ","42",82
"253","42154","42510","NERONDE","42",82
"254","37019","37350","BARROU","37",24
"255","21465","21400","OBTREE","21",26
"256","29236","29340","RIEC-SUR-BELON","29",53
"257","09280","09400","SAURAT","09",73
"258","52301","52240","MAISONCELLES","52",21
"259","04227","04110","VACHERES","04",93
"260","76590","76510","SAINT-JACQUES-D'ALIERMONT","76",23
"261","50312","50670","LE MESNIL-GILBERT","50",25
"262","78217","78680","EPONE","78",11
"263","89035","89210","BELLECHAUME","89",26
"264","10196","10130","LIGNIERES","10",21
"265","44197","44590","SION-LES-MINES","44",52
"266","43184","43330","SAINT-FERREOL-D'AUROURE","43",83
"267","51446","51300","PRINGY","51",21
"268","06008","06260","AUVARE","06",93
"269","65447","65190","TOURNAY","65",73
"270","89134","89420","CUSSY-LES-FORGES","89",26
"271","78501","78440","PORCHEVILLE","78",11
"272","65412","65700","SAUVETERRE","65",73
"273","32080","32100","CASTELNAU-SUR-L'AUVIGNON","32",73
"274","65141","65240","CAZAUX-FRECHET-ANERAN-CAMORS","65",73
"275","07124","07520","LAFARRE","07",82
"276","29156","29800","PENCRAN","29",53
"277","33341","33710","PUGNAC","33",72
"278","52522","52310","VIEVILLE","52",21
"279","09264","09000","SAINT-JEAN-DE-VERGES","09",73
"280","25544","25430","SERVIN","25",43
"281","92002","92160","ANTONY","92",11
"282","31114","31160","CASTELBIAGUE","31",73
"283","88156","88700","DONCIERES","88",41
"284","01090","01320","CHATENAY","01",82
"285","27437","27150","NOJEON-EN-VEXIN","27",23
"286","28308","28270","PRUDEMANCHE","28",24
"287","43096","43100","FONTANNES","43",83
"288","28347","28410","SAINT-LUBIN-DE-LA-HAYE","28",24
"289","71077","71110","CHAMBILLY","71",26
"290","50370","50390","NEHOU","50",25
"291","26286","26510","ROUSSIEUX","26",82
"292","63428","63560","TEILHET","63",83
"293","52017","52210","ARC-EN-BARROIS","52",21
"294","38137","38210","CRAS","38",82
"295","44178","44680","SAINT-MARS-DE-COUTAIS","44",52
"296","51393","51480","NANTEUIL-LA-FORET","51",21
"297","57125","57365","CHAILLY-LES-ENNERY","57",41
"298","62347","62810","FOSSEUX","62",31
"299","24303","24320","NANTEUIL-AURIAC-DE-BOURZAC","24",72
"300","52231","52300","GUINDRECOURT-AUX-ORMES","52",21
"301","70216","70300","ESBOZ-BREST","70",43
"302","53041","53350","BRAINS-SUR-LES-MARCHES","53",52
"303","02803","02160","LA VILLE-AUX-BOIS-LES-PONTAVERT","02",22
"304","21622","21110","TART-LE-BAS","21",26
"305","19146","19460","NAVES","19",74
"306","73074","73660","LA CHAPELLE","73",82
"307","27340","27310","HONGUEMARE-GUENOUVILLE","27",23
"308","07175","07590","LE PLAGNAL","07",82
"309","86187","86300","PAIZAY-LE-SEC","86",54
"310","61301","61500","NEAUPHE-SOUS-ESSAI","61",25
"311","10182","10310","JUVANCOURT","10",21
"312","59124","59780","CAMPHIN-EN-PEVELE","59",31
"313","14047","14400","BAYEUX","14",25
"314","39560","39200","VILLARD-SAINT-SAUVEUR","39",43
"315","02626","02190","PROUVAIS","02",22
"316","52217","52150","GERMAINVILLIERS","52",21
"317","32062","32370","BOURROUILLAN","32",73
"318","25623","25530","VILLERS-CHIEF","25",43
"319","67458","67590","SCHWEIGHOUSE-SUR-MODER","67",42
"320","50394","50190","PERIERS","50",25
"321","87064","87120","EYMOUTIERS","87",74
"322","68044","68650","LE BONHOMME","68",42
"323","27413","27290","MONTFORT-SUR-RISLE","27",23
"324","70126","70140","CHANCEY","70",43
"325","25030","25170","AUDEUX","25",43
"326","08274","08250","MARCQ","08",21
"327","11260","11330","MOUTHOUMET","11",91
"328","10239","10220","MESNIL-SELLIERES","10",21
"329","56224","56140","SAINT-LAURENT-SUR-OUST","56",53
"330","67231","67480","KAUFFENHEIM","67",42
"331","57380","57790","LANEUVEVILLE-LES-LORQUIN","57",41
"332","24307","24440","NAUSSANNES","24",72
"333","62162","62190","BOURECQ","62",31
"334","16153","16200","GONDEVILLE","16",54
"335","21230","21120","DIENAY","21",26
"336","06076","06260","LIEUCHE","06",93
"337","27660","27270","LA TRINITE-DE-REVILLE","27",23
"338","67200","67150","HIPSHEIM","67",42
"339","77288","77000","MELUN","77",11
"340","03161","03420","MARCILLAT-EN-COMBRAILLE","03",83
"341","17391","17220","SAINT-ROGATIEN","17",54
"342","60285","60190","GRANDVILLERS-AUX-BOIS","60",22
"343","17439","17170","TAUGON","17",54
"344","17111","17240","CLION","17",54
"345","10139","10500","EPOTHEMONT","10",21
"346","45246","45300","PANNECIERES","45",24
"347","10151","10280","FONTAINE-LES-GRES","10",21
"348","40134","40210","LABOUHEYRE","40",72
"349","38294","38460","PANOSSAS","38",82
"350","80752","80440","THEZY-GLIMONT","80",22
"351","03300","03220","VAUMAS","03",83
"352","02058","02160","BEAURIEUX","02",22
"353","76752","76760","YERVILLE","76",23
"354","24156","24330","LA DOUZE","24",72
"355","65352","65400","OUZOUS","65",73
"356","66192","66210","SAUTO","66",91
"357","39522","39300","SUPT","39",43
"358","56234","56510","SAINT-PIERRE-QUIBERON","56",53
"359","33138","33230","COUTRAS","33",72
"360","47091","47310","ESTILLAC","47",72
"361","09072","09120","CALZAN","09",73
"362","62340","62550","FLORINGHEM","62",31
"363","59035","59440","AVESNELLES","59",31
"364","30150","30610","LOGRIAN-FLORIAN","30",91
"365","32194","32100","LARRESSINGLE","32",73
"366","72311","72500","SAINT-PIERRE-DE-CHEVILLE","72",52
"367","88446","88140","SAULXURES-LES-BULGNEVILLE","88",41
"368","60278","60640","GOLANCOURT","60",22
"369","33519","33320","LE TAILLAN-MEDOC","33",72
"370","76707","76550","TOURVILLE-SUR-ARQUES","76",23
"371","09155","09310","LARCAT","09",73
"372","80606","80140","OISEMONT","80",22
"373","02177","02860","CHERET","02",22
"374","2B337","20235","VALLE-DI-ROSTINO","2B",94
"375","30115","30580","FONTARECHES","30",91
"376","19248","19140","SAINT-YBARD","19",74
"377","05139","05250","SAINT-ETIENNE-EN-DEVOLUY","05",93
"378","25286","25210","GRAND'COMBE-DES-BOIS","25",43
"379","22098","22400","LANDEHEN","22",53
"380","50419","50660","QUETTREVILLE-SUR-SIENNE","50",25
"381","02570","02480","OLLEZY","02",22
"382","06157","06140","VENCE","06",93
"383","10091","10240","CHAUDREY","10",21
"384","43138","43270","MONLET","43",83
"385","77392","77230","ROUVRES","77",11
"386","67322","67330","NEUWILLER-LES-SAVERNE","67",42
"387","57494","57670","MUNSTER","57",41
"388","51632","51800","VILLERS-EN-ARGONNE","51",21
"389","19049","19600","CHASTEAUX","19",74
"390","32387","32220","SAINT-LOUBE","32",73
"391","65280","65100","LOUBAJAC","65",73
"392","90105","90100","VILLARS-LE-SEC","90",43
"393","76387","76760","LINDEBEUF","76",23
"394","71243","71480","JOUDES","71",26
"395","34150","34340","MARSEILLAN","34",91
"396","61286","61360","MONTGAUDRY","61",25
"397","62596","62140","MOURIEZ","62",31
"398","22373","22340","TREOGAN","22",53
"399","85218","85150","SAINT-GEORGES-DE-POINTINDOUX","85",52
"400","08192","08220","GIVRON","08",21
"401","65140","65590","CAZAUX-DEBAT","65",73
"402","71016","71260","AZE","71",26
"403","86157","86550","MIGNALOUX-BEAUVOIR","86",54
"404","22295","22530","SAINT-GILLES-VIEUX-MARCHE","22",53
"405","11270","11350","PADERN","11",91
"406","39581","39350","VITREUX","39",43
"407","51118","51370","CHAMPIGNY","51",21
"408","68112","68500","GUEBWILLER","68",42
"409","28058","28210","BRECHAMPS","28",24
"410","09100","09140","COUFLENS","09",73
"411","28057","28800","BOUVILLE","28",24
"412","08016","08290","AOUSTE","08",21
"413","51564","51150","TAUXIERES-MUTRY","51",21
"414","08122","08600","CHOOZ","08",21
"415","73097","73190","CURIENNE","73",82
"416","86144","86170","MAISONNEUVE","86",54
"417","05080","05140","MONTBRAND","05",93
"418","35054","35150","CHANTELOUP","35",53
"419","41289","41240","VILLERMAIN","41",24
"420","37221","37600","SAINT-HIPPOLYTE","37",24
"421","01415","01510","TALISSIEU","01",82
"422","51597","51480","VAUCIENNES","51",21
"423","61418","61400","SAINT-MARD-DE-RENO","61",25
"424","18073","18190","CORQUOY","18",24
"425","04203","04140","SELONNET","04",93
"426","51376","51260","MONTGENOST","51",21
"427","27096","27250","LES BOTTEREAUX","27",23
"428","02627","02190","PROVISEUX-ET-PLESNOY","02",22
"429","57214","57570","FIXEM","57",41
"430","28203","28190","LANDELLES","28",24
"431","19118","19470","LE LONZAC","19",74
"432","26376","26510","VILLEPERDRIX","26",82
"433","51054","51490","BETHENIVILLE","51",21
"434","02341","02140","GERCY","02",22
"435","11054","11400","LES BRUNELS","11",91
"436","53140","53950","LOUVERNE","53",52
"437","77233","77165","IVERNY","77",11
"438","28087","28270","CHATAINCOURT","28",24
"439","40186","40290","MISSON","40",72
"440","24550","24210","THENON","24",72
"441","52539","52600","VIOLOT","52",21
"442","14038","14480","BANVILLE","14",25
"443","58277","58290","SERMAGES","58",26
"444","43020","43210","BAS-EN-BASSET","43",83
"445","60545","60220","ROMESCAMPS","60",22
"446","40320","40090","UCHACQ-ET-PARENTIS","40",72
"447","67210","67140","LE HOHWALD","67",42
"448","2B137","20244","LANO","2B",94
"449","39557","39240","VESCLES","39",43
"450","51582","51140","TRIGNY","51",21
"451","38416","38160","SAINT-MARCELLIN","38",82
"452","60319","60390","LA HOUSSOYE","60",22
"453","59332","59390","LANNOY","59",31
"454","89334","89110","SAINT-AUBIN-CHATEAU-NEUF","89",26
"455","57010","57590","ALAINCOURT-LA-COTE","57",41
"456","37143","37240","MANTHELAN","37",24
"457","81235","81290","SAINT-AFFRIQUE-LES-MONTAGNES","81",73
"458","23122","23400","MANSAT-LA-COURRIERE","23",74
"459","59549","59218","SALESCHES","59",31
"460","56089","56240","INGUINIEL","56",53
"461","49179","49710","LE LONGERON","49",52
"462","70090","70000","BOURSIERES","70",43
"463","21215","21310","CUISEREY","21",26
"464","77004","77390","ANDREZEL","77",11
"465","43063","43230","CHASSAGNES","43",83
"466","03011","03460","AUROUER","03",83
"467","47313","47380","TOURTRES","47",72
"468","83072","83510","LORGUES","83",93
"469","12280","12600","THERONDELS","12",73
"470","10031","10400","BARBUISE","10",21
"471","33457","33210","SAINT-PARDON-DE-CONQUES","33",72
"472","91223","91150","ETAMPES","91",11
"473","63221","63220","MEDEYROLLES","63",83
"474","06047","06510","CONSEGUDES","06",93
"475","86252","86200","SAMMARCOLLES","86",54
"476","85256","85200","SAINT-MICHEL-LE-CLOUCQ","85",52
"477","95199","95330","DOMONT","95",11
"478","57751","57140","WOIPPY","57",41
"479","95628","95760","VALMONDOIS","95",11
"480","86154","86110","MAZEUIL","86",54
"481","88050","88600","BELMONT-SUR-BUTTANT","88",41
"482","63354","63390","SAINT-GERVAIS-D'AUVERGNE","63",83
"483","51619","51330","LE VIEIL-DAMPIERRE","51",21
"484","14169","14480","COLOMBIERS-SUR-SEULLES","14",25
"485","73231","73130","SAINT-ETIENNE-DE-CUINES","73",82
"486","08256","08400","LIRY","08",21
"487","14151","14380","CHAMP-DU-BOULT","14",25
"488","60166","60150","COUDUN","60",22
"489","78324","78200","JOUY-MAUVOISIN","78",11
"490","91121","91720","BUNO-BONNEVAUX","91",11
"491","2A060","20151","CANNELLE","2A",94
"492","31469","31430","SAINT-ARAILLE","31",73
"493","05001","05460","ABRIES","05",93
"494","80071","80630","BEAUVAL","80",22
"495","29298","29720","TREOGAT","29",53
"496","70329","70120","MALVILLERS","70",43
"497","15014","15000","AURILLAC","15",83
"498","57470","57670","MOLRING","57",41
"499","66103","66320","MARQUIXANES","66",91
"500","76234","76570","EMANVILLE","76",23
"501","09107","09600","DUN","09",73
"502","39350","39380","MONTBARREY","39",43
"503","15228","15150","SIRAN","15",83
"504","01297","01120","PIZAY","01",82
"505","03069","03210","CHATILLON","03",83
"506","66175","66740","SAINT-GENIS-DES-FONTAINES","66",91
"507","30121","30260","GAILHAN","30",91
"508","17021","17530","ARVERT","17",54
"509","56171","56220","PLUHERLIN","56",53
"510","35259","35120","SAINT-BROLADRE","35",53
"511","24320","24270","PAYZAC","24",72
"512","12202","12000","RODEZ","12",73
"513","72153","72500","JUPILLES","72",52
"514","02288","02100","ESSIGNY-LE-PETIT","02",22
"515","54271","54450","IGNEY","54",41
"516","71431","71490","SAINT-JEAN-DE-TREZY","71",26
"517","51349","51290","MARGERIE-HANCOURT","51",21
"518","35261","35140","SAINT-CHRISTOPHE-DE-VALAINS","35",53
"519","10055","10110","BOURGUIGNONS","10",21
"520","86061","86250","CHARROUX","86",54
"521","42143","42110","MIZERIEUX","42",82
"522","40223","40700","PEYRE","40",72
"523","28222","28360","LUPLANTE","28",24
"524","42314","42830","LA TUILIERE","42",82
"525","58095","58300","DECIZE","58",26
"526","11387","11220","TAURIZE","11",91
"527","75118","75018","PARIS-18E-ARRONDISSEMENT","75",11
"528","16251","16480","ORIOLLES","16",54
"529","50606","50620","TRIBEHOU","50",25
"530","18198","18290","SAINT-AMBROIX","18",24
"531","50329","50600","MILLY","50",25
"532","50634","50630","VIDECOSVILLE","50",25
"533","33104","33480","CASTELNAU-DE-MEDOC","33",72
"534","45188","45470","LOURY","45",24
"535","39124","39230","CHAUMERGY","39",43
"536","38558","38200","VILLETTE-DE-VIENNE","38",82
"537","90008","90800","BAVILLIERS","90",43
"538","71400","71460","SAINT-CLEMENT-SUR-GUYE","71",26
"539","87140","87200","SAINT-BRICE-SUR-VIENNE","87",74
"540","73227","73120","SAINT-BON-TARENTAISE","73",82
"541","95574","95390","SAINT-PRIX","95",11
"542","62043","62730","LES ATTAQUES","62",31
"543","72237","72430","PIRMIL","72",52
"544","48146","48210","SAINTE-ENIMIE","48",91
"545","31184","31130","FLOURENS","31",73
"546","18185","18380","PRESLY","18",24
"547","21516","21500","QUINCEROT","21",26
"548","32010","32140","ARROUEDE","32",73
"549","12117","12210","LACALM","12",73
"550","15266","15130","YOLET","15",83
"551","03025","03340","BESSAY-SUR-ALLIER","03",83
"552","69038","69770","CHAMBOST-LONGESSAIGNE","69",82
"553","57340","57990","HUNDLING","57",41
"554","88417","88700","SAINT-GORGON","88",41
"555","69263","69770","VILLECHENEVE","69",82
"556","85004","85750","ANGLES","85",52
"557","24429","24160","SAINT-JORY-LAS-BLOUX","24",72
"558","16307","16230","SAINT-CIERS-SUR-BONNIEURE","16",54
"559","62172","62128","BOYELLES","62",31
"560","59457","59840","PERENCHIES","59",31
"561","87161","87400","SAINT-LEONARD-DE-NOBLAT","87",74
"562","29116","29400","LANNEUFFRET","29",53
"563","36130","36400","MONTLEVICQ","36",24
"564","59529","59440","SAINT-AUBIN","59",31
"565","34159","34110","MIREVAL","34",91
"566","57236","57590","FREMERY","57",41
"567","39355","39600","MONTIGNY-LES-ARSURES","39",43
"568","89085","89400","CHARMOY","89",26
"569","16079","16360","CHANTILLAC","16",54
"570","03258","03110","SAINT-REMY-EN-ROLLAT","03",83
"571","35352","35770","VERN-SUR-SEICHE","35",53
"572","07109","07110","JOANNAS","07",82
"573","37144","37500","MARCAY","37",24
"574","76366","76770","LE HOULME","76",23
"575","01447","01250","VILLEREVERSURE","01",82
"576","72240","72340","PONCE-SUR-LE-LOIR","72",52
"577","31035","31320","AUZEVILLE-TOLOSANE","31",73
"578","66203","66110","TAULIS","66",91
"579","23082","23320","FLEURAT","23",74
"580","16254","16390","PALLUAUD","16",54
"581","21714","21700","VOSNE-ROMANEE","21",26
"582","27306","27930","GUICHAINVILLE","27",23
"583","87080","87890","JOUAC","87",74
"584","26018","26570","AULAN","26",82
"585","50023","50500","AUVERS","50",25
"586","88051","88800","BELMONT-SUR-VAIR","88",41
"587","65400","65400","SALLES","65",73
"588","06074","06450","LANTOSQUE","06",93
"589","80658","80400","QUIVIERES","80",22
"590","45049","45460","BOUZY-LA-FORET","45",24
"591","26307","26190","SAINT-JEAN-EN-ROYANS","26",82
