"","Code.INSEE","Code.Postal","Commune","Code.Département","Code.Région"
"3559","76491","76760","OUVILLE-L'ABBAYE","76",23
"3560","07229","07200","SAINT-DIDIER-SOUS-AUBENAS","07",82
"3561","87202","87520","VEYRAC","87",74
"3562","91200","91410","DOURDAN","91",11
"3563","60378","60490","MAREST-SUR-MATZ","60",22
"3564","60513","60460","PRECY-SUR-OISE","60",22
"3565","80561","80500","MONTDIDIER","80",22
"3566","02806","02130","VILLENEUVE-SUR-FERE","02",22
"3567","57052","57450","BARST","57",41
"3568","49285","49230","SAINT-GERMAIN-SUR-MOINE","49",52
"3569","14414","14140","LE MESNIL-BACLEY","14",25
"3570","62888","62830","WIERRE-AU-BOIS","62",31
"3571","71489","71440","SAINT-VINCENT-EN-BRESSE","71",26
"3572","39395","39190","ORBAGNA","39",43
"3573","70153","70120","CINTREY","70",43
"3574","78076","78910","BOISSETS","78",11
"3575","10115","10150","CRENEY-PRES-TROYES","10",21
"3576","74003","74290","ALEX","74",82
"3577","22166","22710","PENVENAN","22",53
"3578","64266","64420","HOURS","64",72
"3579","52234","52150","HACOURT","52",21
"3580","64240","64260","GERE-BELESTEN","64",72
"3581","37204","37360","ROUZIERS-DE-TOURAINE","37",24
"3582","88522","88500","VOMECOURT-SUR-MADON","88",41
"3583","08243","08460","LALOBBE","08",21
"3584","51528","51340","SCRUPT","51",21
"3585","31080","31350","BOULOGNE-SUR-GESSE","31",73
"3586","11143","11510","FEUILLA","11",91
"3587","43028","43200","BESSAMOREL","43",83
"3588","78506","78660","PRUNAY-EN-YVELINES","78",11
"3589","84081","84310","MORIERES-LES-AVIGNON","84",93
"3590","80462","80150","LAMOTTE-BULEUX","80",22
"3591","40200","40410","MOUSTEY","40",72
"3592","17394","17700","SAINT-SATURNIN-DU-BOIS","17",54
"3593","61422","61270","LES ASPRES","61",25
"3594","80496","80150","MACHIEL","80",22
"3595","59153","59163","CONDE-SUR-L'ESCAUT","59",31
"3596","17286","17880","LES PORTES-EN-RE","17",54
"3597","04053","04200","CHATEAUNEUF-VAL-SAINT-DONAT","04",93
"3598","02426","02420","LEVERGIES","02",22
"3599","18047","18380","LA CHAPELLE-D'ANGILLON","18",24
"3600","14599","14290","SAINT-JULIEN-DE-MAILLOC","14",25
"3601","86091","86600","CURZAY-SUR-VONNE","86",54
"3602","59590","59189","THIENNES","59",31
"3603","83025","83119","BRUE-AURIAC","83",93
"3604","76325","76970","GREMONVILLE","76",23
"3605","14562","14750","SAINT-AUBIN-SUR-MER","14",25
"3606","24410","24300","SAINT-FRONT-LA-RIVIERE","24",72
"3607","17232","17120","MEURSAC","17",54
"3608","49233","49500","NYOISEAU","49",52
"3609","57071","57930","BETTBORN","57",41
"3610","26140","26750","GEYSSANS","26",82
"3611","69036","69220","CERCIE","69",82
"3612","63249","63120","NERONDE-SUR-DORE","63",83
"3613","54008","54170","ALLAIN","54",41
"3614","01015","01300","ARBIGNIEU","01",82
"3615","47320","47160","VILLEFRANCHE-DU-QUEYRAN","47",72
"3616","76624","76510","SAINT-NICOLAS-D'ALIERMONT","76",23
"3617","76349","76550","HAUTOT-SUR-MER","76",23
"3618","70229","70200","FAYMONT","70",43
"3619","39130","39150","CHAUX-DES-PRES","39",43
"3620","86204","86190","QUINCAY","86",54
"3621","10084","10150","CHARMONT-SOUS-BARBUISE","10",21
"3622","65244","65320","LAGARDE","65",73
"3623","04013","04200","AUBIGNOSC","04",93
"3624","34322","34270","VALFLAUNES","34",91
"3625","80509","80200","MARCHELEPOT","80",22
"3626","49165","49510","LA JUBAUDIERE","49",52
"3627","15265","15210","YDES","15",83
"3628","81027","81540","BELLESERRE","81",73
"3629","70371","70100","MONTUREUX-ET-PRANTIGNY","70",43
"3630","84053","84600","GRILLON","84",93
"3631","13012","13100","BEAURECUEIL","13",93
"3632","65481","65120","BAREGES","65",73
"3633","34323","34800","VALMASCLE","34",91
"3634","24240","24510","LIMEUIL","24",72
"3635","36157","36350","LA PEROUILLE","36",24
"3636","55384","55260","NICEY-SUR-AIRE","55",41
"3637","21582","21590","SANTENAY","21",26
"3638","15087","15120","LACAPELLE-DEL-FRAISSE","15",83
"3639","91136","91160","CHAMPLAN","91",11
"3640","76465","76270","NEUVILLE-FERRIERES","76",23
"3641","35355","35490","VIEUX-VY-SUR-COUESNON","35",53
"3642","25216","25150","ECURCEY","25",43
"3643","25008","25750","AIBRE","25",43
"3644","83039","83670","CHATEAUVERT","83",93
"3645","54157","54380","DIEULOUARD","54",41
"3646","65264","65700","LASCAZERES","65",73
"3647","80185","80700","CHAMPIEN","80",22
"3648","40128","40700","HORSARRIEU","40",72
"3649","87092","87440","MARVAL","87",74
"3650","62525","62219","LONGUENESSE","62",31
"3651","47160","47370","MASQUIERES","47",72
"3652","45120","45420","DAMMARIE-EN-PUISAYE","45",24
"3653","65284","65290","LOUEY","65",73
"3654","32250","32420","MEILHAN","32",73
"3655","30156","30320","MARGUERITTES","30",91
"3656","55125","55800","CONTRISSON","55",41
"3657","04205","04140","SEYNE","04",93
"3658","66222","66820","VERNET-LES-BAINS","66",91
"3659","19028","19110","BORT-LES-ORGUES","19",74
"3660","03191","03390","MURAT","03",83
"3661","68094","68220","FOLGENSBOURG","68",42
"3662","28337","28190","SAINT-GEORGES-SUR-EURE","28",24
"3663","49219","49730","MONTSOREAU","49",52
"3664","56250","56130","THEHILLAC","56",53
"3665","18229","18110","SAINT-PALAIS","18",24
"3666","86129","86270","LESIGNY","86",54
"3667","34088","34660","COURNONTERRAL","34",91
"3668","24496","24800","SAINT-ROMAIN-ET-SAINT-CLEMENT","24",72
"3669","51042","51270","BAYE","51",21
"3670","01210","01410","LELEX","01",82
"3671","87103","87140","NANTIAT","87",74
"3672","01257","01200","MONTANGES","01",82
"3673","51629","51500","VILLERS-ALLERAND","51",21
"3674","76447","76290","MONTIVILLIERS","76",23
"3675","14692","14250","TILLY-SUR-SEULLES","14",25
"3676","57326","57220","HINCKANGE","57",41
"3677","46007","46090","ARCAMBAL","46",73
"3678","40278","40200","SAINT-PAUL-EN-BORN","40",72
"3679","79023","79800","AVON","79",54
"3680","47211","47170","POUDENAS","47",72
"3681","56113","56160","LOCMALO","56",53
"3682","22151","22400","MESLIN","22",53
"3683","29266","29410","SAINT-THEGONNEC","29",53
"3684","63466","63500","VODABLE","63",83
"3685","33512","33690","SIGALENS","33",72
"3686","59538","59143","SAINT-MOMELIN","59",31
"3687","64108","64270","BELLOCQ","64",72
"3688","28219","28480","LUIGNY","28",24
"3689","16258","16250","PERIGNAC","16",54
"3690","77380","77139","PUISIEUX","77",11
"3691","50321","50000","LE MESNIL-ROUXELIN","50",25
"3692","16380","16360","LE TATRE","16",54
"3693","71234","71290","HUILLY-SUR-SEILLE","71",26
"3694","54340","54470","MAMEY","54",41
"3695","91377","91300","MASSY","91",11
"3696","42123","42420","LORETTE","42",82
"3697","02151","02870","CERNY-LES-BUCY","02",22
"3698","54436","54490","PREUTIN-HIGNY","54",41
"3699","54572","54730","VILLE-HOUDLEMONT","54",41
"3700","11103","11190","COUIZA","11",91
"3701","74030","74430","LA BAUME","74",82
"3702","34097","34210","FELINES-MINERVOIS","34",91
"3703","31291","31490","LEGUEVIN","31",73
"3704","10414","10350","VILLELOUP","10",21
"3705","14698","14940","TOUFFREVILLE","14",25
"3706","29168","29770","PLOGOFF","29",53
"3707","42031","42240","CALOIRE","42",82
"3708","86174","86530","NAINTRE","86",54
"3709","16134","16150","EXIDEUIL","16",54
"3710","52189","52190","LE VAL-D'ESNOMS","52",21
"3711","64550","64110","UZOS","64",72
"3712","88129","88270","DERBAMONT","88",41
"3713","63212","63200","MARSAT","63",83
"3714","36033","36200","CELON","36",24
"3715","42243","42260","SAINT-JULIEN-D'ODDES","42",82
"3716","03295","03330","VALIGNAT","03",83
"3717","17265","17600","NIEULLE-SUR-SEUDRE","17",54
"3718","54141","54210","COYVILLER","54",41
"3719","24151","24170","DOISSAT","24",72
"3720","59521","59554","SAILLY-LEZ-CAMBRAI","59",31
"3721","27320","27370","LA HAYE-DU-THEIL","27",23
"3722","14079","14910","BLONVILLE-SUR-MER","14",25
"3723","23174","23600","SOUMANS","23",74
"3724","19117","19600","LISSAC-SUR-COUZE","19",74
"3725","22318","22980","SAINT-MICHEL-DE-PLELAN","22",53
"3726","10093","10500","CHAUMESNIL","10",21
"3727","08417","08230","SEVIGNY-LA-FORET","08",21
"3728","24101","24470","CHAMPS-ROMAIN","24",72
"3729","55271","55800","LAHEYCOURT","55",41
"3730","17268","17470","NUAILLE-SUR-BOUTONNE","17",54
"3731","06012","06240","BEAUSOLEIL","06",93
"3732","27074","27800","BOISNEY","27",23
"3733","71088","71130","LA CHAPELLE-AU-MANS","71",26
"3734","50360","50700","MORVILLE","50",25
"3735","34050","34130","CANDILLARGUES","34",91
"3736","43262","43100","VIEILLE-BRIOUDE","43",83
"3737","07307","07110","SANILHAC","07",82
"3738","12181","12220","PEYRUSSE-LE-ROC","12",73
"3739","28091","28120","LES CHATELLIERS-NOTRE-DAME","28",24
"3740","77309","77122","MONTHYON","77",11
"3741","08306","08130","MONT-LAURENT","08",21
"3742","40106","40180","GARREY","40",72
"3743","03189","03170","MONTVICQ","03",83
"3744","34325","34290","VALROS","34",91
"3745","31464","31370","SABONNERES","31",73
"3746","65403","65500","SANOUS","65",73
"3747","91573","91280","SAINT-PIERRE-DU-PERRAY","91",11
"3748","24221","24340","RUDEAU-LADOSSE","24",72
"3749","80046","80270","AVELESGES","80",22
"3750","72177","72210","MAIGNE","72",52
"3751","73194","73140","ORELLE","73",82
"3752","78517","78120","RAMBOUILLET","78",11
"3753","28215","28150","LOUVILLE-LA-CHENARD","28",24
"3754","36180","36120","SAINT-AOUT","36",24
"3755","72345","72370","SURFONDS","72",52
"3756","57255","57930","GOSSELMING","57",41
"3757","10028","10210","BALNOT-LA-GRANGE","10",21
"3758","23069","23260","CROCQ","23",74
"3759","12053","12260","LA CAPELLE-BALAGUIER","12",73
"3760","34270","34430","SAINT-JEAN-DE-VEDAS","34",91
"3761","04229","04200","VALBELLE","04",93
"3762","51430","51130","PIERRE-MORAINS","51",21
"3763","25009","25360","AISSEY","25",43
"3764","08491","08330","VRIGNE-AUX-BOIS","08",21
"3765","79308","79000","SCIECQ","79",54
"3766","43070","43380","CHILHAC","43",83
"3767","12203","12250","ROQUEFORT-SUR-SOULZON","12",73
"3768","02012","02200","AMBRIEF","02",22
"3769","26326","26130","SAINT-RESTITUT","26",82
"3770","50232","50570","HAUTEVILLE-LA-GUICHARD","50",25
"3771","67178","67320","GUNGWILLER","67",42
"3772","46053","46100","CAMBURAT","46",73
"3773","19129","19510","MASSERET","19",74
"3774","73320","73300","VILLARGONDRAN","73",82
"3775","70345","70440","MIELLIN","70",43
"3776","67179","67700","HAEGEN","67",42
"3777","39267","39110","IVORY","39",43
"3778","65451","65200","TREBONS","65",73
"3779","28033","28240","BELHOMERT-GUEHOUVILLE","28",24
"3780","62488","62610","LANDRETHUN-LES-ARDRES","62",31
"3781","11394","11300","TOURREILLES","11",91
"3782","17222","17137","MARSILLY","17",54
"3783","33285","33710","MOMBRIER","33",72
"3784","42252","42130","SAINT-LAURENT-ROCHEFORT","42",82
"3785","87167","87400","SAINT-MARTIN-TERRESSUS","87",74
"3786","03229","03400","SAINT-ENNEMOND","03",83
"3787","49153","49670","VALANJOU","49",52
"3788","34255","34980","SAINT-GELY-DU-FESC","34",91
"3789","64178","64190","CASTETNAU-CAMBLONG","64",72
"3790","62040","62510","ARQUES","62",31
"3791","10215","10140","MAGNY-FOUCHARD","10",21
"3792","38150","38420","DOMENE","38",82
"3793","02370","02420","HARGICOURT","02",22
"3794","81298","81500","TEULAT","81",73
"3795","89183","89310","FRESNES","89",26
"3796","52157","52330","CURMONT","52",21
"3797","74242","74410","SAINT-JORIOZ","74",82
"3798","41206","41000","SAINT-DENIS-SUR-LOIRE","41",24
"3799","49191","49540","MARTIGNE-BRIAND","49",52
"3800","21593","21430","SAVILLY","21",26
"3801","01061","01300","BRENS","01",82
"3802","59318","59470","HOUTKERQUE","59",31
"3803","71209","71580","FRONTENAUD","71",26
"3804","12192","12370","MOUNES-PROHENCOUX","12",73
"3805","79133","79220","GERMOND-ROUVRE","79",54
"3806","76235","76630","ENVERMEU","76",23
"3807","08163","08270","FAISSAULT","08",21
"3808","29214","29720","PLOVAN","29",53
"3809","29141","29530","LOQUEFFRET","29",53
"3810","31318","31220","MARIGNAC-LASPEYRES","31",73
"3811","24466","24230","SAINT-MICHEL-DE-MONTAIGNE","24",72
"3812","69040","69410","CHAMPAGNE-AU-MONT-D'OR","69",82
"3813","70533","70700","VELLEFREY-ET-VELLEFRANGE","70",43
"3814","18034","18200","BOUZAIS","18",24
"3815","77436","77169","SAINT-SIMEON","77",11
"3816","38075","38530","CHAPAREILLAN","38",82
"3817","45235","45140","ORMES","45",24
"3818","67309","67450","MUNDOLSHEIM","67",42
"3819","01443","01330","VILLARS-LES-DOMBES","01",82
"3820","10002","10200","AILLEVILLE","10",21
"3821","80215","80135","COULONVILLERS","80",22
"3822","34306","34700","SOUMONT","34",91
"3823","46061","46700","CASSAGNES","46",73
"3824","52211","52320","FRONCLES","52",21
"3825","05046","05200","EMBRUN","05",93
"3826","87074","87160","LES GRANDS-CHEZEAUX","87",74
"3827","08073","08290","BOSSUS-LES-RUMIGNY","08",21
"3828","82154","82110","SAINT-AMANS-DE-PELLAGAL","82",73
"3829","80113","80670","BONNEVILLE","80",22
"3830","63053","63820","BRIFFONS","63",83
"3831","54240","54470","GROSROUVRES","54",41
"3832","21140","21230","CHAMPIGNOLLES","21",26
"3833","19131","19510","MEILHARDS","19",74
"3834","82148","82240","PUYLAROQUE","82",73
"3835","89020","89660","ASNIERES-SOUS-BOIS","89",26
"3836","50549","50510","SAINT-SAUVEUR-LA-POMMERAYE","50",25
"3837","82022","82190","BOURG-DE-VISA","82",73
"3838","35253","35140","SAINT-AUBIN-DU-CORMIER","35",53
"3839","25540","25750","SEMONDANS","25",43
"3840","73257","73440","SAINT-MARTIN-DE-BELLEVILLE","73",82
"3841","89245","89500","MARSANGY","89",26
"3842","54364","54850","MEREVILLE","54",41
"3843","03277","03140","TARGET","03",83
"3844","39225","39800","LE FIED","39",43
"3845","56141","56500","MOUSTOIR-AC","56",53
"3846","57765","57890","DIESEN","57",41
"3847","08464","08250","VAUX-LES-MOURON","08",21
"3848","60074","60460","BLAINCOURT-LES-PRECY","60",22
"3849","51386","51210","MORSAINS","51",21
"3850","23090","23340","GENTIOUX-PIGEROLLES","23",74
"3851","17242","17800","MONTILS","17",54
"3852","86300","86170","YVERSAY","86",54
"3853","81201","81190","PAMPELONNE","81",73
"3854","08255","08110","LINAY","08",21
"3855","82136","82370","ORGUEIL","82",73
"3856","27542","27450","SAINT-GEORGES-DU-VIEVRE","27",23
"3857","31140","31160","CHEIN-DESSUS","31",73
"3858","76736","76450","VEULETTES-SUR-MER","76",23
"3859","76651","76460","SAINT-SYLVAIN","76",23
"3860","62553","62550","MAREST","62",31
"3861","80551","80320","MISERY","80",22
"3862","85226","85270","SAINT-HILAIRE-DE-RIEZ","85",52
"3863","65248","65700","LAHITTE-TOUPIERE","65",73
"3864","17416","17510","SALEIGNES","17",54
"3865","90026","90340","CHEVREMONT","90",43
"3866","91648","91810","VERT-LE-GRAND","91",11
"3867","51244","51320","FAUX-VESIGNEUL","51",21
"3868","83056","83830","FIGANIERES","83",93
"3869","86171","86150","MOUSSAC","86",54
"3870","70544","70200","LA VERGENNE","70",43
"3871","89024","89000","AUXERRE","89",26
"3872","80793","80650","VIGNACOURT","80",22
"3873","28027","28330","LA BAZOCHE-GOUET","28",24
"3874","31001","31230","AGASSAC","31",73
"3875","82071","82500","GOAS","82",73
"3876","31067","31440","BEZINS-GARRAUX","31",73
"3877","78206","78920","ECQUEVILLY","78",11
"3878","17470","17770","VILLARS-LES-BOIS","17",54
"3879","02718","02460","SILLY-LA-POTERIE","02",22
"3880","59602","59152","TRESSIN","59",31
"3881","39444","39110","PRETIN","39",43
"3882","49091","49320","CHEMELLIER","49",52
"3883","01373","01430","SAINT-MARTIN-DU-FRENE","01",82
"3884","25476","25430","RAHON","25",43
"3885","77314","77320","MONTOLIVET","77",11
"3886","30135","30300","JONQUIERES-SAINT-VINCENT","30",91
"3887","29169","29180","PLOGONNEC","29",53
"3888","74141","74150","HAUTEVILLE-SUR-FIER","74",82
"3889","44141","44430","LA REMAUDIERE","44",52
"3890","56002","56190","AMBON","56",53
"3891","60223","60190","ESTREES-SAINT-DENIS","60",22
"3892","32057","32100","BLAZIERT","32",73
"3893","34117","34260","GRAISSESSAC","34",91
"3894","02601","02190","PIGNICOURT","02",22
"3895","24507","24160","SAINTE-TRIE","24",72
"3896","53046","53170","LE BURET","53",52
"3897","66017","66420","LE BARCARES","66",91
"3898","67409","67480","ROPPENHEIM","67",42
"3899","67302","67700","MONSWILLER","67",42
"3900","51139","51800","CHAUDEFONTAINE","51",21
"3901","71507","71460","SAVIGNY-SUR-GROSNE","71",26
"3902","27453","27910","PERRIERS-SUR-ANDELLE","27",23
"3903","26279","26170","LA ROCHETTE-DU-BUIS","26",82
"3904","29060","29950","GOUESNACH","29",53
"3905","27046","27230","BAZOQUES","27",23
"3906","62211","62690","CAPELLE-FERMONT","62",31
"3907","21324","21460","JEUX-LES-BARD","21",26
"3908","14409","14810","MERVILLE-FRANCEVILLE-PLAGE","14",25
"3909","40175","40270","MAURRIN","40",72
"3910","39520","39380","SOUVANS","39",43
"3911","65035","65500","ARTAGNAN","65",73
"3912","49313","49110","SAINT-PIERRE-MONTLIMART","49",52
"3913","08210","08220","HANNOGNE-SAINT-REMY","08",21
"3914","38062","38530","LA BUISSIERE","38",82
"3915","21514","21510","QUEMIGNY-SUR-SEINE","21",26
"3916","21639","21130","TILLENAY","21",26
"3917","48042","48000","CHASTEL-NOUVEL","48",91
"3918","84009","84240","LA BASTIDE-DES-JOURDANS","84",93
"3919","41142","41190","MOLINEUF","41",24
"3920","34226","34310","QUARANTE","34",91
"3921","61073","61100","LA CARNEILLE","61",25
"3922","47053","47340","CASTELLA","47",72
"3923","71487","71570","SAINT-VERAND","71",26
"3924","50012","50430","ANGOVILLE-SUR-AY","50",25
"3925","34264","34380","SAINT-JEAN-DE-BUEGES","34",91
"3926","2A091","20123","COGNOCOLI-MONTICCHI","2A",94
"3927","67429","67140","SAINT-PIERRE","67",42
"3928","67499","67220","URBEIS","67",42
"3929","28280","28400","NOGENT-LE-ROTROU","28",24
"3930","22005","22810","BELLE-ISLE-EN-TERRE","22",53
"3931","59467","59138","PONT-SUR-SAMBRE","59",31
"3932","28049","28150","BONCE","28",24
"3933","27188","27340","CRIQUEBEUF-SUR-SEINE","27",23
"3934","25040","25490","BADEVEL","25",43
"3935","64510","64300","SAULT-DE-NAVAILLES","64",72
"3936","07082","07160","DORNAS","07",82
"3937","74237","74500","SAINT-GINGOLPH","74",82
"3938","03144","03130","LIERNOLLES","03",83
"3939","64438","64160","OUILLON","64",72
"3940","72204","72120","MONTAILLE","72",52
"3941","81188","81320","MOULIN-MAGE","81",73
"3942","03185","03100","MONTLUCON","03",83
"3943","25232","25250","FAIMBE","25",43
"3944","21250","21290","ESSAROIS","21",26
"3945","39422","39210","PLAINOISEAU","39",43
"3946","11373","11140","SALVEZINES","11",91
"3947","68042","68730","BLOTZHEIM","68",42
"3948","02734","02600","TAILLEFONTAINE","02",22
"3949","85026","85430","LA BOISSIERE-DES-LANDES","85",52
"3950","64113","64270","BERGOUEY-VIELLENAVE","64",72
"3951","17045","17250","BEURLAY","17",54
"3952","64498","64800","SAINT-VINCENT","64",72
"3953","53084","53400","CRAON","53",52
"3954","60553","60190","ROUVILLERS","60",22
"3955","02171","02160","CHAUDARDES","02",22
"3956","54288","54200","LAGNEY","54",41
"3957","61375","61570","SAINT-CHRISTOPHE-LE-JAJOLET","61",25
"3958","55264","55300","KOEUR-LA-PETITE","55",41
"3959","35077","35640","CHELUN","35",53
"3960","06161","06270","VILLENEUVE-LOUBET","06",93
"3961","48004","48800","ALTIER","48",91
"3962","88026","88600","AYDOILLES","88",41
"3963","82092","82240","LAPENCHE","82",73
"3964","68330","68580","STRUETH","68",42
"3965","61458","61290","SAINT-VICTOR-DE-RENO","61",25
"3966","11176","11220","JONQUIERES","11",91
"3967","24243","24350","LISLE","24",72
"3968","91471","91400","ORSAY","91",11
"3969","55363","55160","MOULOTTE","55",41
"3970","29136","29310","LOCUNOLE","29",53
"3971","54104","54110","BUISSONCOURT","54",41
"3972","11231","11410","MEZERVILLE","11",91
"3973","38195","38160","IZERON","38",82
"3974","58181","58420","MORACHES","58",26
"3975","79304","79270","SANSAIS","79",54
"3976","45180","45290","LANGESSE","45",24
"3977","80495","80600","LUCHEUX","80",22
"3978","63111","63320","CLEMENSAT","63",83
"3979","43117","43100","LAVAUDIEU","43",83
"3980","33402","33220","SAINTE-FOY-LA-GRANDE","33",72
"3981","41288","41000","VILLERBON","41",24
"3982","17015","17120","ARCES","17",54
"3983","71172","71190","DETTEY","71",26
"3984","51589","51330","VANAULT-LE-CHATEL","51",21
"3985","56254","56250","TREDION","56",53
"3986","16398","16310","VERNEUIL","16",54
"3987","62245","62380","COULOMBY","62",31
"3988","02103","02450","BOUE","02",22
"3989","33045","33350","BELVES-DE-CASTILLON","33",72
"3990","50168","50220","DUCEY","50",25
"3991","28180","28260","GILLES","28",24
"3992","59506","59730","ROMERIES","59",31
"3993","62096","62124","BEAUMETZ-LES-CAMBRAI","62",31
"3994","67292","67580","MIETESHEIM","67",42
"3995","88224","88330","HADIGNY-LES-VERRIERES","88",41
"3996","12296","12490","VIALA-DU-TARN","12",73
"3997","49199","49199","MELAY","49",52
"3998","85158","85370","MOUZEUIL-SAINT-MARTIN","85",52
"3999","57342","57830","IBIGNY","57",41
"4000","89167","89113","FLEURY-LA-VALLEE","89",26
"4001","07324","07300","TOURNON-SUR-RHONE","07",82
"4002","31027","31190","AURIBAIL","31",73
"4003","11036","11340","BELVIS","11",91
"4004","57665","57980","TENTELING","57",41
"4005","72096","72550","COULANS-SUR-GEE","72",52
"4006","79122","79110","FONTENILLE-SAINT-MARTIN-D'ENTRAIGUES","79",54
"4007","05011","05230","AVANCON","05",93
"4008","29275","29640","SCRIGNAC","29",53
"4009","73271","73170","SAINT-PIERRE-D'ALVEY","73",82
"4010","22330","22460","SAINT-THELO","22",53
"4011","21630","21320","THOISY-LE-DESERT","21",26
"4012","52180","52220","DROYES","52",21
"4013","43124","43320","LOUDES","43",83
"4014","86059","86300","CHAPELLE-VIVIERS","86",54
"4015","64181","64370","CASTILLON (CANTON D'ARTHEZ-DE-BEARN)","64",72
"4016","26341","26600","SERVES-SUR-RHONE","26",82
"4017","60350","60310","LASSIGNY","60",22
"4018","16160","16300","GUIMPS","16",54
"4019","11234","11400","MIREVAL-LAURAGAIS","11",91
"4020","28224","28200","LUTZ-EN-DUNOIS","28",24
"4021","80110","80230","BOISMONT","80",22
"4022","04242","04180","VILLENEUVE","04",93
"4023","51210","51530","DIZY","51",21
"4024","11245","11330","MONTGAILLARD","11",91
"4025","53195","53470","SACE","53",52
"4026","22186","22370","PLENEUF-VAL-ANDRE","22",53
"4027","29043","29460","DAOULAS","29",53
"4028","33393","33910","SAINT-DENIS-DE-PILE","33",72
"4029","17048","17160","BLANZAC-LES-MATHA","17",54
"4030","61369","61700","SAINT-BOMER-LES-FORGES","61",25
"4031","25102","25470","BURNEVILLERS","25",43
"4032","62563","62670","MAZINGARBE","62",31
"4033","62058","62550","AUMERVAL","62",31
"4034","42305","42350","LA TALAUDIERE","42",82
"4035","62583","62760","MONDICOURT","62",31
"4036","02312","02260","LA FLAMENGRIE","02",22
"4037","85076","85610","CUGAND","85",52
"4038","74245","74370","SAINT-MARTIN-BELLEVUE","74",82
"4039","2B034","20226","BELGODERE","2B",94
"4040","73140","73170","JONGIEUX","73",82
"4041","05181","05480","VILLAR-D'ARENE","05",93
"4042","88173","88130","FLOREMONT","88",41
"4043","55391","55700","OLIZY-SUR-CHIERS","55",41
"4044","91629","91720","VALPUISEAUX","91",11
"4045","39449","39290","RAINANS","39",43
"4046","27171","27120","LE CORMIER","27",23
"4047","66029","66300","CAIXAS","66",91
"4048","59116","59144","BRY","59",31
"4049","56227","56490","SAINT-MALO-DES-TROIS-FONTAINES","56",53
"4050","51028","51160","AVENAY-VAL-D'OR","51",21
"4051","46240","46500","ROCAMADOUR","46",73
"4052","77159","77520","DONNEMARIE-DONTILLY","77",11
"4053","43153","43330","PONT-SALOMON","43",83
"4054","64054","64800","ARROS-DE-NAY","64",72
"4055","11214","11300","MALRAS","11",91
"4056","66074","66500","EUS","66",91
"4057","30177","30360","MONTEILS","30",91
"4058","27225","27240","LES ESSARTS","27",23
"4059","04139","04200","NOYERS-SUR-JABRON","04",93
"4060","70237","70120","FLEUREY-LES-LAVONCOURT","70",43
"4061","87028","87320","BUSSIERE-POITEVINE","87",74
"4062","87142","87400","SAINT-DENIS-DES-MURS","87",74
"4063","71318","71470","MONTPONT-EN-BRESSE","71",26
"4064","08185","08170","FUMAY","08",21
"4065","34101","34510","FLORENSAC","34",91
"4066","61169","61100","FLERS","61",25
"4067","18070","18260","CONCRESSAULT","18",24
"4068","35173","35520","MELESSE","35",53
"4069","85201","85540","SAINT-BENOIST-SUR-MER","85",52
"4070","53142","53250","MADRE","53",52
"4071","04101","04230","LARDIERS","04",93
"4072","76597","76560","SAINT-LAURENT-EN-CAUX","76",23
"4073","50078","50430","BRETTEVILLE-SUR-AY","50",25
"4074","66070","66320","ESPIRA-DE-CONFLENT","66",91
"4075","67421","67420","SAALES","67",42
"4076","65291","65100","LUGAGNAN","65",73
"4077","14501","14690","PIERREFITTE-EN-CINGLAIS","14",25
"4078","31262","31290","LAGARDE","31",73
"4079","33206","33640","ISLE-SAINT-GEORGES","33",72
"4080","01040","01340","BEREZIAT","01",82
"4081","45064","45360","CERNOY-EN-BERRY","45",24
"4082","56180","56380","PORCARO","56",53
"4083","19247","19200","SAINT-VICTOUR","19",74
"4084","37081","37340","CLERE-LES-PINS","37",24
"4085","54481","54540","SAINT-MAURICE-AUX-FORGES","54",41
"4086","77117","77730","CITRY","77",11
"4087","47097","47230","FEUGAROLLES","47",72
"4088","37219","37510","SAINT-GENOUPH","37",24
"4089","14573","14350","SAINT-DENIS-MAISONCELLES","14",25
"4090","49116","49150","CUON","49",52
"4091","07137","07660","LAVILLATTE","07",82
"4092","32390","32110","SAINT-MARTIN-D'ARMAGNAC","32",73
"4093","92064","92210","SAINT-CLOUD","92",11
"4094","31549","31110","SODE","31",73
"4095","42038","42600","CHALAIN-LE-COMTAL","42",82
"4096","59230","59680","FERRIERE-LA-GRANDE","59",31
"4097","70385","70200","LA NEUVELLE-LES-LURE","70",43
"4098","73249","73190","SAINT-JEOIRE-PRIEURE","73",82
"4099","24132","24560","CONNE-DE-LABARDE","24",72
"4100","48149","48120","SAINTE-EULALIE","48",91
"4101","40007","40700","ARGELOS","40",72
"4102","29203","29890","PLOUNEOUR-TREZ","29",53
"4103","03318","03360","VITRAY","03",83
"4104","03049","03500","CESSET","03",83
"4105","55461","55150","SAINT-LAURENT-SUR-OTHAIN","55",41
"4106","57069","57550","BERVILLER-EN-MOSELLE","57",41
"4107","58168","58170","MILLAY","58",26
"4108","51522","52100","SAPIGNICOURT","51",21
"4109","55502","55700","STENAY","55",41
"4110","62142","62770","BLINGEL","62",31
"4111","45288","45340","SAINT-LOUP-DES-VIGNES","45",24
"4112","17478","17510","VINAX","17",54
"4113","21102","21430","BRAZEY-EN-MORVAN","21",26
"4114","87019","87220","BOISSEUIL","87",74
"4115","74200","74500","NEUVECELLE","74",82
"4116","59173","59890","DEULEMONT","59",31
